node_id,community,name,type
12702,7,小米鱼肚羹,Food
12703,5,麦芽茶,Food
12704,14,加减竹叶粥,Food
12705,7,鹌鹑粥,Food
12706,7,马铃薯胡萝卜汤,Food
12707,4,酱豆腐汁烧猪肉,Food
12708,3,栗子（熟）,Food
12709,3,羊肉番茄汤,Food
12710,6,珍珠三鲜汤,Food
12711,14,白菜猪肉水饺,Food
12712,1,坚果丝瓜液,Food
12713,5,糯米红枣炖鲤鱼,Food
12714,14,乌鸡滋补粥,Food
12715,7,嫩三丝黄瓜卷,Food
12716,6,莲子桂圆煨猪肉,Food
12717,14,红花黑豆鲶鱼汤,Food
12718,14,甲鱼百合红枣汤,Food
12719,7,土豆拌扁豆,Food
12720,8,猪肉豆腐煲,Food
12721,1,哈密瓜香蕉汁,Food
12722,11,牛排盖饭,Food
12723,6,马兰头拌冬笋,Food
12724,11,乌鸡茯苓汤,Food
12725,6,黑米党参山楂粥,Food
12726,4,醋熘土豆丝,Food
12727,11,什锦炒木耳,Food
12728,4,文思豆腐,Food
12729,2,木耳红枣汤,Food
12730,7,乌梅粥,Food
12731,6,茉莉花粥,Food
12732,11,乌龟茯苓汤,Food
12733,8,苹果银耳煲鸭肾汤,Food
12734,3,白菜仔滚鱼片汤,Food
12735,3,黄豆芽豆泡汤,Food
12736,1,竹荪莲子汤,Food
12737,11,草菇猪心肉片饭,Food
12738,7,鸡蛋里脊扒,Food
12739,4,蜜枣薏米煲,Food
12740,11,黄瓜拌猪肝,Food
12741,11,猪肉(肥瘦),Food
12742,5,甘笋酸梅汤,Food
12743,7,菠萝鸡肫,Food
12744,14,薏米炖里脊,Food
12745,2,党参莲藕猪蹄汤,Food
12746,6,西芹菠萝汁,Food
12747,8,山药莲子苡仁粥,Food
12748,11,茄子花,Food
12749,4,荠菜肉丝豆腐羹,Food
12750,14,火腿冬瓜汤,Food
12751,10,香卤鹌鹑蛋,Food
12752,1,芹菜拌烤鸭丝,Food
12753,4,石榴虾,Food
12754,14,酥黄菜,Food
12755,14,紫米薏仁粥,Food
12756,1,枸杞核桃粥,Food
12757,8,芦荟蒸蛋,Food
12758,11,酸奶煮羊排,Food
12759,1,桂枝大枣汤,Food
12760,3,狗肉,Food
12761,3,桔汁白菜,Food
12762,5,番茄牛茸羹,Food
12763,8,圆白菜炒粉丝,Food
12764,8,白扁豆参米粥,Food
12765,14,三七鳖甲炖瘦肉,Food
12766,18,鲫鱼赤小豆汤,Food
12767,4,竹笋香菇汤,Food
12768,1,沙参鸡蛋,Food
12769,4,鸡腿菇炒莴笋,Food
12770,1,银鱼仔蟹锅,Food
12771,6,芝麻蜜糊,Food
12772,14,奶油比目鱼汤,Food
12773,11,拔丝樱桃肉,Food
12774,11,火腿鸡块粥,Food
12775,7,羊肉(瘦),Food
12776,19,肉丝炒饭,Food
12777,6,拌金针菇,Food
12778,2,煎猪腰子串,Food
12779,14,海参鸭肉汤,Food
12780,6,白扁豆粥,Food
12781,8,凉拌黄豆芽,Food
12782,1,乌药羊肉汤,Food
12783,2,马齿苋茶,Food
12784,14,羊肝羹,Food
12785,11,栗子猪肉汤,Food
12786,7,拌炒香菇,Food
12787,6,火腿白菜炖汤,Food
12788,9,鲫鱼炖猪爪,Food
12789,11,鸡,Food
12790,8,凉拌海带丝,Food
12791,4,豆沙晶饼,Food
12792,6,苹果草莓汁,Food
12793,4,枸杞鲫鱼火锅,Food
12794,1,荸荠猪肚粥,Food
12795,11,荔枝炒丝瓜,Food
12796,11,鸡蛋炒面,Food
12797,11,大白菜饺,Food
12798,11,赤小豆鸡汤,Food
12799,4,番茄橘子汁,Food
12800,7,鳗鱼山药饭,Food
12801,3,人参粥,Food
12802,7,虾胶西兰花,Food
12803,4,凤梨果仁松糕,Food
12804,11,糖醋木耳,Food
12805,6,桑仁粥,Food
12806,14,肉丝炒四季豆,Food
12807,14,番茄草菇,Food
12808,18,甲鱼粥,Food
12809,10,牛肉鸡汤水饺,Food
12810,7,腰果拌西芹,Food
12811,11,柠檬醋煎南瓜饼,Food
12812,7,胡萝卜炒雉鸡肉,Food
12813,3,番茄鱼糊,Food
12814,1,芦笋烧鲍鱼,Food
12815,1,乌鸡绿豆汤,Food
12816,18,苎麻根鲈鱼汤,Food
12817,18,香菇素包,Food
12818,1,拌韭菜花,Food
12819,7,黄瓜拌蜇丝,Food
12820,5,芝麻凉团,Food
12821,9,鱼腥草蒸鸡,Food
12822,8,沙拉芦荟,Food
12823,3,番茄泥公鸡,Food
12824,7,羊肝,Food
12825,18,胡萝卜猪肝汤,Food
12826,11,豆仁饭,Food
12827,13,血糯米扣肉,Food
12828,7,青椒毛豆,Food
12829,8,火腿炒油菜,Food
12830,3,甜杏仁猪肺汤,Food
12831,2,粳米,Food
12832,4,金橘柠檬汁,Food
12833,11,猪肉臊子面,Food
12834,14,香酥猴头菇,Food
12835,11,虾皮豆腐,Food
12836,4,生姜乌梅饮,Food
12837,6,砂锅菠萝苦瓜鸡腿,Food
12838,4,蚝油生菜,Food
12839,4,芋头,Food
12840,14,墨鱼,Food
12841,2,鲜百合雪梨瘦肉雪蛤汤,Food
12842,1,莴笋粥,Food
12843,1,山药扁豆粥,Food
12844,11,淮杞煲羊脑,Food
12845,14,荷花粥,Food
12846,6,苦瓜豆浆汁,Food
12847,5,百合炖鲍鱼,Food
12848,3,莲子,Food
12849,11,山楂核桃饮,Food
12850,7,综合蔬果汁,Food
12851,6,苹果色拉,Food
12852,18,芦笋胡萝卜汁,Food
12853,1,酱汁茭白,Food
12854,14,菜瓜,Food
12855,11,鸡丝莼菜粥,Food
12856,11,鸡肉虾仁炒面,Food
12857,1,莲子里脊汤,Food
12858,11,鸡蛋豆腐汤,Food
12859,4,荔枝花,Food
12860,3,锅塌肉末白菜,Food
12861,8,发菜瘦肉粥,Food
12862,0,脆皮豆腐,Food
12863,13,腰果虾仁,Food
12864,1,山药大枣粥,Food
12865,0,鸭血豆腐汤,Food
12866,18,红绿豆茶,Food
12867,14,萝卜烧蘑菇,Food
12868,11,凉拌四季豆,Food
12869,11,咸蛋苦瓜,Food
12870,11,圆肉乌豆煲羊心,Food
12871,14,荠菜炒鸡丁,Food
12872,14,耙子萝卜鹌鹑汤,Food
12873,14,海蜇羹,Food
12874,1,凉拌莴笋叶,Food
12875,7,甘笋紫菜黄瓜芝麻汤,Food
12876,6,鸡茸大白菜心,Food
12877,7,萝卜糯米粥,Food
12878,14,胡桃肉藕粉糊,Food
12879,5,茄子腐竹汤,Food
12880,9,海蜇皮,Food
12881,3,银耳瘦肉羹,Food
12882,7,银耳薏米羹,Food
12883,3,小米面,Food
12884,5,槐花饮,Food
12885,5,菠菜粉丝汤,Food
12886,1,虫草玉竹甲鱼汤,Food
12887,8,海带粥,Food
12888,11,苦瓜炖猪排骨,Food
12889,14,扒三文鱼,Food
12890,9,炒面粥,Food
12891,11,乌梅蚕茧红枣方,Food
12892,6,百合绿豆汤,Food
12893,8,太子参烧羊肉,Food
12894,4,豆花蘑菇银耳汤,Food
12895,14,墨鱼炖鸡,Food
12896,1,柳橙菠萝汁,Food
12897,12,小米羊肉粥,Food
12898,7,芝麻拌油菜,Food
12899,3,干贝猪瘦肉汤,Food
12900,4,甘蔗萝卜汤,Food
12901,7,山楂肉干,Food
12902,14,归参炖母鸡,Food
12903,4,小黄瓜西瓜汁,Food
12904,4,番茄牛肉汤,Food
12905,3,丝瓜绿茶汤,Food
12906,7,鳗鱼羹,Food
12907,5,麦芽山楂饮,Food
12908,18,杞菊决明子茶,Food
12909,13,百香木瓜,Food
12910,18,猪肉黄豆炖豆腐,Food
12911,7,生菜香菇,Food
12912,5,火夹冬瓜汤,Food
12913,9,蔬菜杂烩粥,Food
12914,11,鸡肉,Food
12915,9,清炒豆苗,Food
12916,4,甲鱼杞子女贞汤,Food
12917,6,煮青豆泥,Food
12918,15,莴笋,Food
12919,4,百合汤,Food
12920,14,当归牛肉汤,Food
12921,14,甜杏仁羹,Food
12922,7,莲子粥,Food
12923,18,胡萝卜炒青笋,Food
12924,7,香菇木耳焖豆腐,Food
12925,3,肉末冬瓜,Food
12926,2,素炒茄子,Food
12927,8,枸杞山药蛋煲瘦肉,Food
12928,12,红烧蘑菇,Food
12929,14,卷心菜菠萝汁,Food
12930,11,茄汁烩肉饭,Food
12931,14,鸡肉冬菜饼,Food
12932,0,鲜贝菜心,Food
12933,18,油辣菜花,Food
12934,14,培根白菜粥,Food
12935,7,牛奶香蕉糊,Food
12936,8,西瓜炒蛋,Food
12937,4,凉拌香椿,Food
12938,6,附子冰糖炖冬瓜,Food
12939,7,鲢鱼肉丸汤,Food
12940,1,虾皮粉丝海带汤,Food
12941,7,花生衣,Food
12942,7,阿胶鸡蛋汤,Food
12943,11,核桃鸽蛋,Food
12944,1,胡萝卜汤,Food
12945,2,百合,Food
12946,7,桃花粥,Food
12947,4,香椿烧豆腐,Food
12948,18,芹菜猪肉蒸饺,Food
12949,15,木瓜煲带鱼,Food
12950,21,薏仁绿豆汤,Food
12951,19,玉竹参果猪肉汤,Food
12952,14,青油菜炒银鱼丝,Food
12953,14,田螺,Food
12954,8,口蘑竹荪汤,Food
12955,11,松子鸡骨鸽蛋汤,Food
12956,3,清润白菜鱼片汤,Food
12957,13,蛤蜊,Food
12958,4,红豆莲藕粥,Food
12959,14,羊肉杂面汤,Food
12960,8,莲藕山药汤,Food
12961,1,猪肺,Food
12962,13,鸡肉菊花火锅,Food
12963,19,杏仁,Food
12964,7,橘味海带丝,Food
12965,18,玉米须炖蚌肉,Food
12966,7,白煮肉拌黄瓜,Food
12967,14,芦笋玉米番茄汤,Food
12968,7,水晶番茄,Food
12969,4,山药蛋黄粥,Food
12970,10,三丝发菜,Food
12971,1,青菜蛤蜊汤,Food
12972,11,猪骨沙参汤,Food
12973,7,麻雀,Food
12974,6,百合薏米绿豆粥,Food
12975,8,冰糖板栗泥,Food
12976,14,扁豆烧冬笋,Food
12977,14,西瓜皮丁粥,Food
12978,1,田螺荷叶汤,Food
12979,7,芡实茯苓粥,Food
12980,7,菠菜金针菇汁,Food
12981,3,桔梗花生米,Food
12982,4,蜂蜜拌芦荟,Food
12983,19,鸡蛋冰糖炖银耳,Food
12984,8,炒莴笋丝,Food
12985,14,芝麻拌墨鱼,Food
12986,1,人参黄芪莲子粥,Food
12987,14,红烧猴头菇,Food
12988,5,泥鳅黑豆粥,Food
12989,4,小黄瓜凉拌面,Food
12990,7,白萝卜水饺,Food
12991,4,豌豆苗,Food
12992,6,芥茉拌菜花,Food
12993,6,豇豆烧肉,Food
12994,3,海蟹,Food
12995,7,何首乌鸡蛋汤,Food
12996,18,豌豆菜饭,Food
12997,2,枸杞子炖牛肉（一）,Food
12998,6,西芹炒腊肉,Food
12999,8,腰果,Food
13000,6,炖鸡翅,Food
13001,11,炝泥胡菜,Food
13002,6,当归炖鸡,Food
13003,14,银耳鹑蛋,Food
13004,4,鲜柠檬汁,Food
13005,8,山药豆腐汤,Food
13006,11,豆腐素蒸包,Food
13007,8,山药枸杞蒸鸡,Food
13008,19,菠菜豆腐蛋花汤,Food
13009,7,大蒜粥,Food
13010,6,清牛肉汤,Food
13011,1,红豆花生红枣粥,Food
13012,13,葵花子（生）,Food
13013,9,香菇干贝烩豆腐,Food
13014,6,胡萝卜,Food
13015,1,花椒肉,Food
13016,3,紫苏粥,Food
13017,14,炝鸡肝,Food
13018,7,香干拌马兰头,Food
13019,5,阿胶糯米粥,Food
13020,15,糙米排骨粥,Food
13021,4,芒果,Food
13022,9,玉米火腿粥,Food
13023,6,大米楱仁粥,Food
13024,11,猪肉炒饼,Food
13025,4,羊肝胡萝卜粥,Food
13026,3,鲤鱼陈皮煲,Food
13027,4,辣椒(红、尖、干),Food
13028,6,牛肉菜花汤,Food
13029,8,芝麻芹菜段,Food
13030,7,鸭肝浓香粥,Food
13031,5,鲤鱼山楂汤,Food
13032,1,枸杞子牛肝汤,Food
13033,11,荷兰豆炒甘笋,Food
13034,6,砂锅排骨汤,Food
13035,11,三鲜丝瓜,Food
13036,4,薇菜烧猪肉,Food
13037,3,炒莴笋,Food
13038,14,麦冬小麦粥,Food
13039,9,青豌豆拌土豆泥,Food
13040,3,猪脑鱼云羹,Food
13041,13,苋菜水,Food
13042,19,烧肉蛋包饭,Food
13043,14,菜花炒素虾仁,Food
13044,18,旱莲草红枣汤,Food
13045,6,番茄菜花,Food
13046,11,蒸肝鸡蛋羹,Food
13047,14,素炒新西兰菠菜,Food
13048,1,百香青木瓜,Food
13049,11,甘蔗牛肉丸,Food
13050,9,仙枣赤豆粥,Food
13051,1,龙眼粥,Food
13052,14,羊肾粥,Food
13053,4,土豆泥子汤,Food
13054,5,荠菜,Food
13055,18,车前叶苋菜粥,Food
13056,5,玉米面蒸饺,Food
13057,7,肉丝炒饼,Food
13058,7,薏米橘羹,Food
13059,7,石榴,Food
13060,3,开洋大白菜,Food
13061,6,清蒸鲤鱼,Food
13062,3,冬菜蚕豆,Food
13063,18,夏枯草煲瘦肉汤,Food
13064,4,香菇粥,Food
13065,4,豌豆拌鸡肉,Food
13066,3,果汁肉干,Food
13067,6,茄汁烘猪肝,Food
13068,11,鲢鱼炖豆腐,Food
13069,11,白扁豆,Food
13070,18,炖银耳肉,Food
13071,13,鱼香圆白菜,Food
13072,3,山药乳鸽,Food
13073,7,酱甜黄瓜,Food
13074,19,广州牛肉炒面,Food
13075,3,黑豆腐皮汤,Food
13076,8,拌荠菜松,Food
13077,5,桂圆糯米粥,Food
13078,11,豆腐鲫鱼,Food
13079,8,燕麦片,Food
13080,6,白玉红油豆腐,Food
13081,6,无花果煲猪肉,Food
13082,3,醋熘鲤鱼,Food
13083,18,四物肝片汤,Food
13084,7,虾球粥,Food
13085,21,芪归炖鸡汤,Food
13086,1,灵芝瘦肉汤,Food
13087,19,核桃牛奶饮,Food
13088,19,干烧活鲫鱼,Food
13089,4,茄子沙拉,Food
13090,4,胡萝卜浆汤,Food
13091,11,豆芽炖猪排骨,Food
13092,6,玉米笋炒芥蓝菜,Food
13093,8,香菜拌水萝卜,Food
13094,11,炝炒西兰花,Food
13095,14,鲫鱼汤,Food
13096,1,甘草小麦大枣汤,Food
13097,11,炖猪腰,Food
13098,6,豌豆粥,Food
13099,9,青椒墨鱼丝,Food
13100,11,生地黄粥,Food
13101,3,粉蒸白菜,Food
13102,1,香炖羊肉,Food
13103,15,苹果雪梨瘦肉汤,Food
13104,7,绿豆,Food
13105,3,三鲜酿豆腐,Food
13106,11,桂圆莲子羹,Food
13107,6,番茄土豆块,Food
13108,1,翡翠菜花,Food
13109,6,白果炖母鸡,Food
13110,11,菠萝麻茸鸽蛋,Food
13111,4,拌芹菜花生米,Food
13112,14,葱白粥,Food
13113,7,什锦黄瓜卷,Food
13114,14,樱桃荞麦薄饼卷,Food
13115,8,黄酒,Food
13116,1,山楂鸡片,Food
13117,11,牛奶大枣汤,Food
13118,14,糖醋菜花,Food
13119,8,鹌鹑蛋奶露,Food
13120,6,紫沙果美肤汁,Food
13121,14,清汤鲍鱼,Food
13122,13,冬瓜香菇鸡杂汤,Food
13123,11,蘑菇木耳饺,Food
13124,13,苜蓿鸡蛋汤,Food
13125,5,早餐粥,Food
13126,6,酱汁鸡肉丸子串,Food
13127,10,淡菜鲫鱼汤,Food
13128,6,紫菜豆花羹,Food
13129,4,什锦茄子,Food
13130,7,枸杞虾仁,Food
13131,2,豇豆饺,Food
13132,6,菊花黄鱼羹,Food
13133,3,冬菜三丝汤,Food
13134,5,糯米粥,Food
13135,3,蜜饯山楂,Food
13136,1,荷叶粉蒸肉,Food
13137,7,冬菇菜花,Food
13138,4,咸肉,Food
13139,11,全福豆腐,Food
13140,7,青椒绿豆芽,Food
13141,5,山药茶,Food
13142,9,大蒜豆腐鱼头汤,Food
13143,5,小米烙饼,Food
13144,3,天门冬猪皮羹,Food
13145,2,荞麦蒸饺,Food
13146,18,红烧胡萝卜,Food
13147,11,猪肉炒山楂,Food
13148,9,雪里蕻冬瓜汤,Food
13149,7,醋梨,Food
13150,1,水萝卜片汤,Food
13151,3,水晶蜜桔,Food
13152,7,粉丝拌油菜,Food
13153,5,南瓜沙拉,Food
13154,4,西芹芦荟,Food
13155,14,猪肺薏仁粥,Food
13156,5,绿菜花竹笋,Food
13157,14,瘦肉榨菜粉丝虾米汤,Food
13158,2,当归生姜羊肉汤,Food
13159,7,郁李仁粥,Food
13160,6,益母草鸡肉汤,Food
13161,9,大蒜豆腐,Food
13162,7,三鲜冬瓜汤,Food
13163,4,猪里脊肉,Food
13164,14,茶叶,Food
13165,8,木瓜汤,Food
13166,1,山药饺,Food
13167,7,山药炒肉片,Food
13168,15,阿胶粥,Food
13169,4,油炸鸡蛋烫面球,Food
13170,5,百合圆肉煲鸡蛋,Food
13171,2,大虾仁蛋炒饭,Food
13172,1,香菇西兰花,Food
13173,18,杨梅绿豆粥,Food
13174,12,油焖茄子,Food
13175,5,茼蒿粥,Food
13176,5,脆爆海带,Food
13177,14,滋补乌骨鸡,Food
13178,4,胡萝卜生鱼汤,Food
13179,14,雪菜水饺,Food
13180,4,香椿炒鸡蛋,Food
13181,4,首乌煮鸡蛋,Food
13182,18,鸭血(白鸭),Food
13183,7,百合花鸡蛋羹,Food
13184,1,鱼蓉银耳羹,Food
13185,13,冰糖炖银耳,Food
13186,9,百合芦笋汤,Food
13187,7,水晶藕,Food
13188,4,草莓柠檬汁,Food
13189,7,荷叶蒸素鸡,Food
13190,9,荸荠肝尖,Food
13191,11,绿豆芽炒兔肉丝,Food
13192,19,煎芹菜叶饼,Food
13193,14,冰花杏仁燕窝羹,Food
13194,6,菠菜芹菜粥,Food
13195,6,番茄葡萄汁,Food
13196,14,羊血,Food
13197,14,酱羊肉,Food
13198,7,糖醋拌莴笋,Food
13199,1,芝麻大饼,Food
13200,1,红萝卜鲜木耳豆腐汤,Food
13201,7,油菜心,Food
13202,2,芹菜,Food
13203,9,枸杞子黑枣鸽蛋汤,Food
13204,14,冰糖燕窝,Food
13205,6,菊槐花茶,Food
13206,11,烧牛蹄筋,Food
13207,18,醋溜白菜(二),Food
13208,4,芋头煮肉丸,Food
13209,6,鹌鹑红豆粥,Food
13210,11,牛奶椰汁,Food
13211,7,绵茵陈粥,Food
13212,7,豆腐烧扁豆,Food
13213,8,海米冬瓜,Food
13214,14,砂仁粥,Food
13215,11,北杏炖雪梨,Food
13216,6,绿豆粥,Food
13217,8,鱿鱼(鲜),Food
13218,13,芝麻鸭肝,Food
13219,3,马蹄海蜇羹,Food
13220,5,蟹肉饭,Food
13221,4,葱白香菜汤,Food
13222,8,山药炖羊肉,Food
13223,3,荷叶米粉鸡,Food
13224,8,泥鳅,Food
13225,8,珊瑚菜花,Food
13226,11,鲜莼鲈鱼羹,Food
13227,7,鳝鱼茄子,Food
13228,1,香蕉葡萄粥,Food
13229,8,青菜拌粉丝,Food
13230,6,韭菜花饺,Food
13231,6,莲藕红豆牛腱汤,Food
13232,7,家常馒头,Food
13233,7,酱芹菜叶,Food
13234,1,砂锅甲鱼汤,Food
13235,6,蒸兔肉丸子,Food
13236,4,枸杞子粥,Food
13237,1,番茄草莓汁,Food
13238,3,哈密瓜百合汤,Food
13239,19,凉拌藕片,Food
13240,7,鱿鱼豆腐羹,Food
13241,14,酱西瓜皮,Food
13242,7,百合花生汤,Food
13243,10,赤豆鹌鹑羹,Food
13244,4,糯米桂花藕,Food
13245,7,苹果红薯泥,Food
13246,4,贡菜饺,Food
13247,11,雪梨双脆,Food
13248,11,排骨头莲子芡实汤,Food
13249,4,梅子蒸排骨,Food
13250,9,西兰花素鸡马蹄冬菇汤,Food
13251,19,清田鸡腿,Food
13252,2,鱼肉酸菜豆腐汤,Food
13253,1,枸杞决明子鱼片汤,Food
13254,11,三吃海蟹,Food
13255,14,鹑蛋银耳,Food
13256,7,胡萝卜炒肉丝,Food
13257,7,黄精粥,Food
13258,4,甜石榴西米粥,Food
13259,4,萝卜炖鲤鱼,Food
13260,1,杏仁糯米粥,Food
13261,11,百合柿饼鸽蛋汤,Food
13262,4,小米,Food
13263,11,兰花炒鱿鱼,Food
13264,4,毛豆番茄豆腐汤,Food
13265,6,川贝杏仁银耳羹,Food
13266,6,慈姑粥,Food
13267,7,茯苓莲子粥,Food
13268,7,鸡血藤煲鸡蛋,Food
13269,11,茅根竹蔗薏米水,Food
13270,11,拔丝山慈姑,Food
13271,3,珊瑚白菜墩,Food
13272,6,荷叶软蒸鱼,Food
13273,14,杏子粥,Food
13274,14,虾仁鸡翅粥,Food
13275,7,甜藕粥,Food
13276,11,小米面甜沫,Food
13277,6,生菜包肉,Food
13278,18,豆苗炒鸡蛋,Food
13279,13,炒素鸡丝,Food
13280,13,拌荠菜,Food
13281,7,豆浆,Food
13282,13,制首乌黑豆粥,Food
13283,4,番茄羊肉蛋花汤,Food
13284,9,花生牛筋粥,Food
13285,14,黑豆炖鳝鱼,Food
13286,4,大白菜(小白口),Food
13287,5,甜椒南瓜汤,Food
13288,7,花生糯米糕,Food
13289,4,银鱼香菇羹,Food
13290,4,花生猪蹄汤,Food
13291,19,护国菜,Food
13292,13,蟹肉苦瓜羹,Food
13293,4,可乐鸡翅,Food
13294,11,豌豆苗豆腐汤,Food
13295,8,红烧猪蹄,Food
13296,14,墨鱼苦瓜,Food
13297,3,锅塌番茄,Food
13298,1,红扁豆粥,Food
13299,4,葡萄,Food
13300,6,凉拌芦笋,Food
13301,4,黄瓜紫菜汤,Food
13302,9,烩豆腐丁,Food
13303,11,鸡骨草蜜枣烧猪肉,Food
13304,7,菊楂决明饮,Food
13305,13,什锦豆腐,Food
13306,11,猪骨萝卜汤,Food
13307,14,鸡脚花胶汤,Food
13308,14,核桃芝麻羹,Food
13309,6,木耳鸭肝烩,Food
13310,7,山楂荞麦饼,Food
13311,5,虾仁馄饨,Food
13312,6,芥蓝头什锦丁,Food
13313,9,木耳核桃炖豆腐,Food
13314,18,板栗烧菜心,Food
13315,14,银耳(干),Food
13316,7,荠菜饮,Food
13317,8,玉米蚌肉汤,Food
13318,1,花生奶露,Food
13319,18,菠菜汆丸子,Food
13320,7,五香麦片粥,Food
13321,1,干贝,Food
13322,6,蛋花番茄面,Food
13323,13,挂霜腰果,Food
13324,6,女贞子枸杞子瘦肉汤,Food
13325,12,金钩菜花汤,Food
13326,6,冰糖银耳,Food
13327,11,豌豆莲子瘦肉汤,Food
13328,5,香拌菜花,Food
13329,7,大蓟粥,Food
13330,7,玫瑰鸡蛋,Food
13331,4,核桃酪,Food
13332,7,红枣山药炖南瓜,Food
13333,4,龙井菊花鱼,Food
13334,11,花卷鱿鱼,Food
13335,7,芝麻茄条,Food
13336,8,草莓柚奶汁,Food
13337,4,核桃仁粥,Food
13338,7,黄芪山药羹,Food
13339,14,百合玉竹粥,Food
13340,14,木耳(水发),Food
13341,7,薏仁鸭肉煲,Food
13342,11,煎酿茄子,Food
13343,5,豆浆莴笋汤,Food
13344,13,荠菜汤,Food
13345,14,肉丝榨菜汤,Food
13346,5,炸番茄蛋饺,Food
13347,8,山药饼,Food
13348,3,银耳桔梗苗,Food
13349,4,洋葱炖牛肉,Food
13350,7,黑米,Food
13351,9,金针泡蛋汤,Food
13352,1,秋葵炒火腿,Food
13353,9,蟹肉,Food
13354,8,柿饼粥,Food
13355,4,凉拌野菊花,Food
13356,9,什果西米捞,Food
13357,18,胡萝卜菠菜汁,Food
13358,2,木耳猪血汤,Food
13359,6,鸡翅红汤,Food
13360,9,莼菜银鱼羹,Food
13361,11,鲫鱼陈皮枸杞菜,Food
13362,18,烧羊肝,Food
13363,19,西红柿拌菠菜,Food
13364,7,白菜炒豆芽,Food
13365,11,奶菊蛋,Food
13366,6,辣椒(青、尖),Food
13367,7,鱼肉煎蛋,Food
13368,1,白萝卜浓汤,Food
13369,4,白萝卜梨汁,Food
13370,8,扁豆炒山药,Food
13371,2,韭菜包,Food
13372,14,荞麦白果竹丝鸡汤,Food
13373,1,炒田螺,Food
13374,13,百合荸荠雪梨羹,Food
13375,8,大蒜焖羊肉,Food
13376,1,芹菜酸枣仁汤,Food
13377,13,芡实米（鲜）,Food
13378,7,酱拌菠菜,Food
13379,7,氽汤鲫鱼,Food
13380,1,荷包鸽蛋,Food
13381,8,凉拌海蜇,Food
13382,1,鸡蛋煎茄子,Food
13383,18,黄瓜拌绿豆芽,Food
13384,7,枸杞桃仁鸡丁,Food
13385,0,银耳炖雪梨,Food
13386,8,海参鲜蘑菇汤,Food
13387,14,银耳鸽蛋汤,Food
13388,6,菠菜羹,Food
13389,6,油豆腐油菜,Food
13390,11,粉排骨藕,Food
13391,19,麻仁鸽蛋,Food
13392,11,猪肚鸡脯羹,Food
13393,11,紫苏肉片粥,Food
13394,6,草莓西瓜汁,Food
13395,6,豇豆,Food
13396,11,土茯苓黄芪猪骨汤,Food
13397,3,冬笋香菇烧白菜,Food
13398,7,莱菔子粥,Food
13399,5,火腿菜花,Food
13400,4,银耳杏仁鹌鹑汤,Food
13401,14,地黄乌鸡,Food
13402,6,蟹黄豆腐羹,Food
13403,21,番茄青豆汤,Food
13404,5,草莓果汁,Food
13405,5,拔丝冬瓜条,Food
13406,11,猪排骨焖土豆,Food
13407,5,春笋炒鱼,Food
13408,18,炒绿豆芽,Food
13409,14,云耳枸杞蘑菇夜香花汤,Food
13410,6,玉米皮酥,Food
13411,8,芹菜拌猪心,Food
13412,4,樱桃番茄,Food
13413,4,生姜山楂汤,Food
13414,8,金针菇油菜猪心汤,Food
13415,18,枸杞银耳鸡肝汤,Food
13416,19,西汁素鸡腿,Food
13417,13,豆腐海带汤,Food
13418,6,生菜大明虾,Food
13419,5,豆浆粥,Food
13420,14,冰糖绿豆苋菜粥,Food
13421,18,黄豆芽炖豆腐,Food
13422,2,苜蓿肉,Food
13423,3,五香花生,Food
13424,14,鸡内金,Food
13425,13,猪肉玉米粥,Food
13426,14,鸡胸肉拌菠菜,Food
13427,4,河虾炒青瓜,Food
13428,4,大麦汤,Food
13429,14,荸荠炒冬菇,Food
13430,4,芹菜炒香菇,Food
13431,13,醉鸡腿,Food
13432,11,豌豆绿豆粥,Food
13433,11,枸杞叶猪腰汤,Food
13434,7,薏米炖鸭,Food
13435,6,海鳗,Food
13436,4,菜花,Food
13437,15,红花,Food
13438,9,海参阿胶汤,Food
13439,18,三鲜酿黄瓜,Food
13440,15,豆角包子,Food
13441,6,炝菜花,Food
13442,4,白干炒菠菜,Food
13443,7,三鲜豇豆,Food
13444,1,花生豆奶,Food
13445,11,山楂炖牛肉,Food
13446,7,绿茶杏仁汤,Food
13447,7,素熘菜花,Food
13448,2,麻雀粥,Food
13449,11,栗子猪肾粥,Food
13450,13,葱油海蜇头,Food
13451,8,丝瓜蜜饮,Food
13452,12,酱茄子,Food
13453,7,黄瓜拌鸡丝,Food
13454,6,丝瓜银耳虾羹,Food
13455,3,大枣粥,Food
13456,1,花样果肉薏米粥,Food
13457,11,干焖对虾,Food
13458,14,鸡肫,Food
13459,21,苡米鸡汤,Food
13460,9,麸皮粥,Food
13461,6,翡翠莲藕片,Food
13462,1,大排煮蘑菇,Food
13463,13,羊肚菌炒松仁,Food
13464,3,莲子瘦肉汤,Food
13465,4,腿蓉上汤豆腐,Food
13466,13,拌蒲公英,Food
13467,14,土豆拌海带丝,Food
13468,4,生地煲鸭蛋,Food
13469,7,奶油白菜,Food
13470,14,清炒肉丝,Food
13471,3,熏青豆,Food
13472,8,土豆莲藕汁,Food
13473,1,山药烧甲鱼,Food
13474,19,西红柿浆汤,Food
13475,18,鲜番茄炒蛋,Food
13476,7,糯米粉粥,Food
13477,11,奶黄包,Food
13478,2,牡蛎墨鱼汤,Food
13479,6,蒜苔炒肉丝,Food
13480,4,双红排骨汤,Food
13481,7,泡打粉,Food
13482,7,雪耳炖木瓜,Food
